"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ADAM19",3377.80391086505,1.59237809637317e-06,0.00144269459652948,0.0645362184060966,0.999991371923663
"ADAM1A",440.520034921561,2.55728447555328e-07,0.00144269315685384,0.826753626629765,0.999991371923663
"ADAM20",452.567437890884,3.21864839176108e-07,0.00144269337029323,0.770745567982868,0.999991371923663
"ADAM20P1",82.9137273722616,3.35104054735248e-07,0.00144269422705307,0.667061418390102,0.999991371923663
"ADAM21",32.0638265905798,1.85269412208561e-07,0.00144269461110107,0.735668038903518,0.999991371923663
"ADAM22",449.413618803591,1.60455822753125e-06,0.00144269394434107,0.141303750257326,0.999991371923663
"ADAM23",244.011675369452,6.03687783791945e-07,0.00144269344735575,0.583807808074851,0.999991371923663
"ADAM28",3691.83638476072,1.02964520344502e-07,0.00144269398136833,0.911340837514816,0.999991371923663
"ADAM32",311.010507537668,-4.21756533242879e-07,0.00144269428445544,0.587118201825251,0.999991371923663
"ADAM33",1477.94008427737,-9.20271350988737e-07,0.00144269468295902,0.153935266938574,0.999991371923663
"ADAM8",2447.10411988403,-2.66078520693588e-07,0.00144269419850227,0.734198703689375,0.999991371923663
"ADAM9",12552.1233818757,-2.62422054703065e-06,0.00144269453226229,0.0258487950142252,0.711530885698518
"ADAMDEC1",2773.34644722551,1.08154325731743e-07,0.0014426945615251,0.86313191808994,0.999991371923663
"ADAMTS1",2415.00850537023,-1.11082346435051e-06,0.0014426929973233,0.388700375236684,0.999991371923663
"ADAMTS10",2605.71938392869,9.74582461184846e-07,0.00144269292135483,0.452121885363442,0.999991371923663
"ADAMTS12",3553.60310844775,-3.44608190340561e-06,0.00144269640122635,8.12713035490653e-05,0.0162915498961473
"ADAMTS13",778.758835869157,-1.09639250516852e-07,0.00144269401112788,0.901020267165388,0.999991371923663
"ADAMTS14",1954.41178672412,-1.31975797370365e-06,0.00144269490027317,0.0407173189975597,0.896775645277487
"ADAMTS15",1524.37900793853,-5.94773666738743e-07,0.00144269484982666,0.212265750493794,0.999991371923663
"ADAMTS16",677.177653675796,-1.79774966204843e-06,0.0014426954032035,0.00055879243559419,0.0660308299429386
"ADAMTS17",346.992478134417,2.04015586751594e-07,0.00144269403121951,0.816245806558029,0.999991371923663
"ADAMTS18",177.404118014076,-1.08619643764197e-06,0.0014426951583139,0.00313387344136213,0.194883465574341
"ADAMTS19",35.9605689886674,-2.37443638760117e-07,0.00144269484767348,0.556732540304411,0.999991371923663
"ADAMTS2",8661.74306964243,-2.45121767548086e-06,0.00144269562596897,0.000635749131476022,0.071266641126447
"ADAMTS20",95.5079135076223,3.69824380045699e-07,0.00144269501726327,0.08483883001803,0.999991371923663
"ADAMTS3",181.345243581224,2.03409295945517e-07,0.00144269384153179,0.831479143388957,0.999991371923663
"ADAMTS4",1311.47499112614,-9.33346289532727e-07,0.00144269351140366,0.404323035576435,0.999991371923663
"ADAMTS5",1361.40120804921,-2.12327337793037e-06,0.00144269405591569,0.0712971450891292,0.999991371923663
"ADAMTS6",849.791288434628,-1.22764726737832e-06,0.00144269349005619,0.290365208383477,0.999991371923663
"ADAMTS7",1212.23249125447,-2.1269173138776e-06,0.00144269401180202,0.0737918933641999,0.999991371923663
"ADAMTS7P1",39.2505413541685,2.11333850975287e-07,0.00144269455512442,0.730004277836123,0.999991371923663
